Title,web_url,published_date,topic,abstract,context
"Robots Multiply in China as Annual Output Tops 100,000",https://www.bloomberg.com/news/articles/2017-12-14/robots-multiply-in-china-with-annual-output-passing-100-000,"December 14, 2017, 5:10 AM EST",technology,,"China is churning out robots.Annual production of industrial robots surpassed 100,000 for the first time -- and it only took 10 months. Shipments were up 67 percent through October compared with a year earlier, state media reported Thursday. And there's more to come: full-year output will reach 120,000 units, according to Ministry of Industry and Information Technology forecasts.China accounts for about a third of the global demand for industrial robots, which are at the core of the government's sweeping ??Made in China 2025?? plan to upgrade factories to be highly automated and technologically-advanced.In 2015,?foreign manufacturers supplied about two-thirds of China's demand, according to the International Federation of Robotics. That proportion is narrowing as Chinese companies such as?Midea Group Ltd. and Siasun Robot & Automation Co. expand into the sector. Midea purchased Germany's Kuka AG last year and Siasun opened a?$300 million a industrial park in October near its headquarters in Shenyang.?? With assistance by Lee J Miller"
"HNA Charity Names CEO, Pledges to Give Away $200 Million",https://www.bloomberg.com/news/articles/2017-12-15/hna-group-charity-names-ceo-pledges-to-give-away-200-million,"December 14, 2017, 8:12 PM EST",technology,"""Philipp Roesler was formerly Germany's vice chancellor"", ""Foundation says it's already contributed $30 million""","HNA Group Co.'s New York-based charity, the Chinese conglomerate's largest shareholder, named former German Vice Chancellor Philipp Roesler as its chief executive officer and said the foundation plans to give away as much as $200 million toward philanthropic causes over the next five years.Roesler will be in charge of turning Hainan Cihang Charity Foundation Inc., which has contributed a total of $30 million to the likes of Harvard University and the Massachusetts Institute of Technology, into a ""world-class charitable organization,"" according to an emailed statement late Thursday. Bloomberg first reported on Roesler's appointment in November.New York-based Cihang has?a stake of 29.5 percent in the Chinese conglomerate, which has about $180 billion in assets. Still, little is known about the foundation such as assessing its level of assets, a ""difficult"" task that a board member at HNA said last week has begun. Asked to comment whether HNA has any direct or indirect interest in the charity, a representative at HNA said the group has no ownership in the charity.HNA has another charity in China called Hainan Province Cihang Foundation, and combined with the New York organization, the pair own 52 percent of HNA Group. But little is known about how those charities are run and controlled, putting the foundations at the center of the mystery surrounding HNA's ownership.HNA, the Curious Company Worrying China and U.S.: QuickTake Q&AThe other major hurdle: mounting borrowing costs. After HNA embarked on a debt-fueled acquisition spree amounting to tens of billions of dollars in recent years, the company has racked up more than $28 billion in short-term debt and?interest expenses have surged to above levels it can cover through earnings. Concerns about the company's finances have deepened in the past weeks, prompting the company to take various steps to bolster confidence such as announcing stock purchases by executives and support from creditors."
Silicon Valley VC Shervin Pishevar Takes Leave From His Companies After Misconduct Claims,https://www.bloomberg.com/news/articles/2017-12-05/investor-pishevar-takes-leave-from-sherpa-virgin-hyperloop-one,"December 5, 2017, 1:28 PM EST",technology,"""Venture capitalist was accused of misconduct by five women"", ""Pishevar says he will be vindicated from ‘smear campaign'""","Prominent Silicon Valley investor Shervin Pishevar, who has been accused by multiple women of sexual misconduct, said he's taking a leave of absence from his duties at his venture capital firm Sherpa Capital and transportation startup Virgin Hyperloop One.Pishevar, known for an early investment in Uber Technologies Inc., said he's taking time off to pursue a legal case against people who he says have embarked on a smear campaign against him. Last month, he sued a corporate research firm founded by Republican campaign veterans, claiming it was trying to spread false allegations about him. The firm, Definers Public Affairs, denied the allegations and said it had never done work regarding Pishevar.??As that legal case progresses, it is my priority to ensure that the Sherpa Capital family is not adversely affected,?? Pishevar wrote Tuesday in an emailed statement. ??I am confident I will be vindicated.??Five women who met Pishevar in a professional context told Bloomberg they were sexually assaulted or harassed by him. In each case, the women accused Pishevar of exploiting a professional connection, and using the prospect of a job, mentorship or investment to make an unwanted sexual advance. Current and former colleagues of a sixth woman, Uber executive Austin Geidt, told Bloomberg that he groped her at the Uber holiday party in December 2014.Virgin Hyperloop One called a board meeting Sunday, where directors discussed allegations covered in the Bloomberg story and raised the prospect that Pishevar should step down, people with knowledge of the event said this week. On Monday, two high-profile Democratic senators, Kamala Harris and Cory Booker, said they had redirected money Pishevar had given to their campaigns or committees to organizations for sexual assault or domestic violence victims. Pishevar, a major connector of the technology industry to Washington, has donated more than $500,000 to Democratic candidates and causes.In May, Pishevar was arrested at a hotel in London after a woman accused him of raping her. Police said Pishevar was ??released under investigation?? and never charged. Last month, Forbes and other publications reported on a document purported to be a police report, which turned out to be fabricated, according to London police. Pishevar said in his statement Tuesday: ??I hope to unearth who fabricated the fraudulent London ??police report' and who is responsible for spreading false rumors about me.??For more on sexual harassment in Silicon Valley, check out the?Decrypted? podcast:Pishevar co-founded both Sherpa Capital, where he retains the title of managing director, and Virgin Hyperloop One, where he's co-executive chairman.?In an email to the Virgin Hyperloop One board reviewed by Bloomberg, Pishevar said he would transfer his voting rights to Russian investor Ziyavudin Magomedov, who was named co-executive chairman in October. In addition to stepping away from those companies, Pishevar is taking a leave from his director roles on the boards of companies he and Sherpa Capital have backed, according to the statement.?Pishevar's board commitments include food-delivery company Munchery and health startup Cue.Silicon Valley Bank said Pishevar was on leave from the board of Silicon Foundry, the joint venture between the bank and Sherpa Capital that aims to deepen ties between startups and established companies. Sherpa Capital co-founder Scott Stanford remains on the board. Bank executives had been in phone conversations with Pishevar over the weekend to discuss the status of the relationship, a spokeswoman for Silicon Valley Bank said.In a separate statement, Sherpa Capital said it is starting an independent review of its practices and operations. A spokeswoman for the firm said it has never received a sexual harassment complaint.?? With assistance by Eric Newcomer"
Bitcoin Mining Service NiceHash Says Hackers Emptied Its Wallet,https://www.bloomberg.com/news/articles/2017-12-06/bitcoin-mining-service-nicehash-says-hackers-emptied-its-wallet,"December 6, 2017, 5:25 PM EST",technology,,"NiceHash, the marketplace for cloud-based mining of cryptocurrencies, said hackers breached its systems and stole an unknown amount of bitcoin from its virtual wallet.??We are working to verify the precise number of BTC taken,?? the company said Wednesday in a statement on its Facebook page. It's halting operations for 24 hours, it said. The venture's main webpage showed a ??maintenance?? error message, linking to its social media accounts.NiceHash helps match people who can spare computing capacity with miners looking to solve complex math problems to obtain a variety of new coins. It later facilitates periodic payments to the service providers with bitcoin.A wallet address circulated by NiceHash users shows that more than $60 million of bitcoins might be affected, according to CoinDesk, the cryptocurrency research and news website.NiceHash Chief Executive Officer Marko Kobal didn't immediately respond to a LinkedIn message seeking comment."
Trump Boasts of Bringing a ??Screeching' Halt to Growth of Regulations,https://www.bloomberg.com/news/articles/2017-12-14/trump-boasts-of-screeching-halt-to-growth-of-u-s-regulations,"December 14, 2017, 2:53 PM EST",politics,,"President Donald Trump trumpeted his effort to slash government rules as ??the most far-reaching regulatory reform in history.????The never-ending growth of red tape in America has come to a sudden, screeching and beautiful halt,?? Trump said Thursday as his administration released its Unified Agenda, a twice-a-year report on the government's plans for new regulations. Trump cut a red ribbon between two stacks of paper, a smaller one marked 1960 and a larger one marked ""Today,?? as Trump said the federal regulatory code had grown from 20,000 pages to 185,000 pages during the period.The sheets of paper were all blank. A White House spokeswoman said they used blank pages rather than the actual regulatory code so the paper could be re-used.Early in his administration, Trump ordered that two existing regulations be repealed for any new one put on the books. Trump said his administration had beat the goal, with 22 deregulatory actions for each new regulation. The administration had in its first 11 months canceled or delayed 1,500 planned regulatory actions, he said.But a Bloomberg News analysis of the earlier version of the regulation report found that Trump and other administration officials had exaggerated claims of cutting almost 1,000 regulations.The administration counted in its earlier report as canceled hundreds of pending regulations that had been effectively shelved before Trump took office. Others listed as withdrawn are actually still being developed by federal agencies. Still more were moot because the actions sought in a pending rule were already in effect.The administration didn't immediately release a detailed explanation of Trump's most recent claims.Trump and top administration officials say they've rolled back hundreds of regulations that had imposed billions of dollars of regulatory costs. The plan published Thursday detailed additional efforts to eliminate red tape.?Of the 469 regulatory actions the Trump administration said in its earlier report that it had ??withdrawn?? this year, 42 percent were as good as dead already. Some 180 of them weren't listed on President Barack Obama's final agenda of upcoming rules, meaning there were no immediate plans to impose them. In many cases, there had been no activity on them in years, records show. Another 15 had been halted under Obama before Trump took office. At least three more were listed in error or were moot because the rule-making was continuing.Republicans in Congress did use the Congressional Review Act to knock down more than a dozen regulations enacted during the final months of the Obama administration, ranging from from an Interior Department rule governing runoff from mines to a financial watchdog agency's rule making it easier for consumers to sue banks and a measure to deter people with mental illnesses from being able to purchase firearms.The administration has dramatically slowed the adoption of new rules. The White House's regulation-oversight arm, the Office of Information and Regulatory Affairs, had completed reviews on just 52 final rules through Nov. 29, according to its records. Obama's OIRA team had finalized reviews on more than four times that many during the same period last year.?? With assistance by Jesse Hamilton, Shannon Pettypiece, and Jennifer Epstein"
Macron Aims to Keep Paris Climate Deal Alive,https://www.bloomberg.com/news/articles/2017-12-11/macron-aims-to-keep-paris-climate-deal-alive-as-trump-stays-home,"December 11, 2017, 12:00 AM EST",climate-changed,"""Events this week to mark second anniversary of landmark accord"", ""Concern about coal jobs slows momentum in push for cleaner air""","French President Emmanuel Macron this week will seek to breathe new life into the fight against global warming and sway debate away from skeptics of the process led by U.S. President Donald Trump.At a series of events in Paris starting Monday, Macron along with leaders from the U.K., Norway, Mexico and Netherlands will draw attention to a dozen major projects aimed at reducing greenhouse gases. They'll also give a push for increasing climate-related aid to developing nations, in step with a United Nations goal of channeling at least $100 billion a year by 2020. Trump is not scheduled to attend.The meetings are designed to preserve the the landmark Paris Agreement on climate change sealed two years ago. That deal brought together some 200 nations including the U.S. and China in calling for limits on fossil fuel emissions everywhere for the first time. Trump's move to pull back from the accord, along with efforts to preserve coal jobs in Germany and Poland, have undercut momentum toward cleaner forms of energy.??The Trump decision was a blow, but it hasn't killed the process,?? said Herve Le Treut, a senior climate scientist at France's National Center for Scientific Research in Paris. ??If the Paris climate accord accomplished one thing, it was a change of consciousness around the world. We've seen many more initiatives since then.??For Macron, who has sought to put France at the center of issues ranging from Middle East peace to European economic rival since his surprise electoral victory last May, the meetings are part of his effort to building the standing of France in shaping world affairs. The 39-year old French president is stepping into a leadership vacuum left as Trump focuses on an ??America first?? foreign policy German Chancellor Angela Merkel is mired in talks to form a new government.French Finance Minister Bruno Le Maire on Monday called for the carbon price to triple to 30 euros a ton to provide industry a signal that it must invest in cleaning up emissions. He was speaking an in interview at the start of a day on how to boost climate-related funding and reach UN's $100 billion goal for 2020.???We have to explain to people that some activities are not the right ones,?? Le Maire said on Bloomberg Television. ??Coal fired plants have to close down.??Since the UN goal was agreed in 2009, money has started to flow from richer nations to less developed ones, with the annual total reaching $62 billion in 2014, according to the latest data available from the Organization for Economic Cooperation and Development.??Finance will be a key topic of the event,?? said Simone Tagliapietra, analyst at the Bruegel research group in Brussels. ??We know that we will need more renewables and energy efficiency, but at the end of the day it will happen only if somebody puts their money in it.??Companies from the software developer Microsoft Corp. to insurer AXA SA also plan to announce initiatives at the event, underscoring Macron's assertion that efforts to fix the climate are picking up steam.The Paris deal called on all nations to make voluntary emissions cuts. The ambition was to keep the temperature increases well below 2 degrees Celsius (3.6 degrees Fahrenheit). A degree of warming over the past century already has been blamed for stronger storms, more frequent floods and droughts and rising seas. The World Meteorological Agency has warned that without swifter action, the planet is on course for a much sharper warming by the end of the century.??There is an urgency to do more,?? said Wendel Trio, director of CAN Europe, which represents 140 environmental groups in 30 nations. ??We are not on track to implement the Paris Agreement.??Even so, doubts are rising about commitments to the Paris agenda, and Trump isn't alone in his reluctance to follow the deal.?On Tuesday Macron will host leaders including British Prime Minister Theresa May, Dutch Prime Minister Mark Rutte and Mexican President Enrique Nieto, as well as mayors of Quito, Seoul and Buenos Aires and California Governor Jerry Brown. Also attending is former New York City Mayor Mike Bloomberg, a UN envoy on climate and founder of Bloomberg LP, which owns this news organization. They'll gather at the Ile Seguin, south west of Paris on the site of a former Renault SA car factory.Bank of England Governor Mark Carney is due to speak about efforts to get companies to make better disclosures of climate-related risks. AXA, which two years ago vowed to divest some coal-related holdings, is due to announce further measures it's taking.??Two years from the Paris Agreement, we're not closer to meeting its objectives,?? Breugel's Tagliapietra said. Macron's effort, he said, ??will help keep the momentum alive.???? With assistance by Gregory Viscusi, Rudy Ruitenberg, Francois De Beaupuy, and Francine Lacqua"
Charlie Ergen's Job Change Points to Dish's Costly Network Plan,https://www.bloomberg.com/news/articles/2017-12-05/billionaire-ergen-s-job-change-points-to-costly-network-plan,"December 5, 2017, 3:09 PM EST",technology,"""Wall Street had long expected Dish to sell its spectrum"", ""‘They still have a lot of options,' Jefferies's Goldman says""","Charlie Ergen's relinquishment of his CEO title to focus on wireless strategy is a signal that his Dish Network Corp. is dead serious about building its own network, a plan that once seemed unlikely.A costly construction project to create a data network from scratch was once seen as a last resort for Dish, which owns about $39 billion worth of wireless airwaves and has to use at least part of them by the Federal Communications Commission's March 2020 deadline. Many analysts had expected Ergen to sell the spectrum, to join forces with a current wireless carrier to build a network, or to work with a ??tenant?? such as Amazon.com Inc. or Facebook Inc. to provide services to their customers.The possibility of lining up a partner remains open, but the window for such dealmaking is closing fast. With the FCC's deadline looming, Dish probably has to develop a build-out plan and start construction by the end of 2018, Scott Goldman, an analyst at Jefferies Group LLC, said in a phone interview. If Dish doesn't meet the cutoff date, it could be in trouble, as the FCC ??appears to have little patience for granting an extension after all this time,?? Craig Moffett, an analyst with MoffetNathanson LLC, said in an email.??It is becoming clearer than ever that the path forward for Dish Network is to build a network rather than to sell its spectrum,?? Moffett said.Earlier this year, Moffett had been projecting that Dish would need to invest $2.6 billion to $4 billion through 2020 to complete a network. But a likely delay in getting access to some airwaves means it will now be ??vastly more expensive?? for the company to build one that would satisfy FCC rules, he said. If Dish doesn't start using the airwaves, it could lose the rights to them.Dish could cut costs by building a so-called narrowband network that provides internet connections to various devices but not full mobile services like AT&T Inc. or Verizon Communications Inc. But, ??it's not clear that a narrowband network would comply with FCC requirements, nor is there a viable revenue model associated?? with it, Moffett said in an email.Ergen might still strike deals with partners to shoulder at least part -- if not all -- of the burden. T-Mobile US Inc. may be looking to beef up its spectrum holdings since its merger talks with Sprint Corp. unraveled earlier this year. Verizon Communications Inc. could need additional airwaves as well, Goldman said, although the company recently signaled it's not looking for acquisitions.The wireless companies may need more capacity to meet their users' growing data needs. But deals with Dish no longer seem like a sure bet.??The investment community has shifted a bit -- it's somewhere in the middle between selling spectrum and building,?? Goldman said. ??Most people still think the ideal situation would be to sell the spectrum.?The investment community is a bit more split now than it has been before.??Though Ergen abdicated his role as chief executive officer, he will remain Dish's chairman, the Englewood, Colorado-based company said in a statement Tuesday. Chief Operating Officer Erik Carlson took over as CEO, but he will continue to report to Ergen.Ergen made a similar move in 2011, stepping down as CEO while the company digested its Blockbuster and airwaves acquisitions, only to return to the role in 2015. This time, he has little time to spare to make important decisions.??I think they still have a lot of options,?? Goldman said. ??They are still sitting on a treasure chest of spectrum.??"
The Next-Generation Elevator Is Not for the Fainthearted,https://www.bloomberg.com/news/articles/2017-12-21/the-next-generation-elevator-is-not-for-the-fainthearted,"December 20, 2017, 7:01 PM EST",technology,"""Thyssenkrupp is testing lifts with magnets instead of pulleys"", ""CEO says potential for growth in industry is encouraging""","If you're faint of heart, beware.At a testing site in southwestern Germany, one of the world's largest elevator companies is stepping up trials of the first system to operate without cables. Thyssenkrupp AG's futuristic lift defies?a basic design that has varied little over hundreds of years. Instead of being attached to ropes and pulleys, it soars up and across shafts with the help of magnets.??Psychologically, there's no difference,?? said?Andreas Schierenbeck, chief executive of the Thyssenkrupp Elevators division, dismissing any fear factor that comes with the technology. ??Some people were afraid to step into elevators even with a cable.??With the first commercial deployment planned for 2020 in a building in Berlin, the maglev elevator called Multi will put the German engineering company a step ahead of rivals Otis, Kone Oyj and Schindler Holdings AG.?Ranked fourth in the world by sales, Thyssenkrupp is betting the lift will provide an edge just as the market -- estimated at 60 billion euros ($71 billion) by Jefferies -- is poised for growth, driven by demand in dense urban centers for tall buildings.Thyssenkrupp lags behind the other three big elevator manufacturers in revenue. Bloomberg
??Thyssenkrupp's main advantage right now is being first in the field,?? said David Varga, an analyst at Bankhaus Metzler who recommends buying the stock. Developing a new technology will help the company to at least retain market share in an industry where gaining significantly on rivals is ??very hard.????It's interesting from a branding perspective,?? he said, adding that the company will have certain short-term benefits even though the new product won't add to the bottom line for at least a few more years.Thyssenkrupp's elevator division started out as a sideline for the parent company, which is Germany's biggest steelmaker. In the past six years, amid a global steel glut?that led a collapse in prices and a planned merger with rival Tata Steel Ltd., the unit has emerged as a cash cow, earning more than the company's other businesses.To read about the steelmaker's reliance on elevators for profit, click hereThyssenkrupp's Multi elevator will be in a category of its own, technologically.?Kone is focusing on making cables lighter for ultra-tall buildings like Saudi Arabia's Jeddah Tower. The Finnish company, which has a testing site 350 meters underground in a limestone mine, also offers double-decker elevator cabins. Otis, owned by United Technologies Corp., has developed high-speed lifts.Unlike traditionally-designed systems, Thyssenkrupp says the Multi will make ferrying people around buildings more efficient. For instance, more than one of the elevator cabins can use the same shaft, zipping up and down and even moving horizontally to get out of the way of another cabin in its path. This flexibility could allow greater architectural leeway and ultimately change city skylines.??You get your freedom back - you don't have to use the elevator shaft as the main element?? of design around which buildings are conceived,?Schierenbeck said in an interview this month at the company's headquarters in Essen. The new elevators could run on the outside of buildings, or move sideways between parking lots and concierge desks, he said.While the magnetic system is more expensive than traditional designs, developers can save money by using fewer and smaller shafts, freeing up precious floor space, according to Schierenbeck. Company estimates show the investment becomes worthwhile for buildings taller than 250 meters (820 feet) or about 80 stories. OVG's East Side Tower in Berlin, where the lift will make its debut, will stand at only about 140 meters, although the developers have widely promoted the innovation.Thyssenkrupp Elevator's goal of making 1 billion euros ($1.2 billion) in adjusted earnings before interest and taxes is within reach, the executive said, adding that the target for 15 percent profit margin might take a little longer.While the key Chinese market has slowed amid weaker property development and tougher competition, Schierenbeck sees rising demand in the coming decades as hundreds of millions of Chinese move to cities.??The progress we are making is maybe good, but maybe not fast enough,?? he said. ??We could do better. Maybe that's me being the typical German engineer, always looking at the things that are not working.???? With assistance by Niclas Rolander"
South Korea Seeks Measures to Curb Bitcoin Frenzy,https://www.bloomberg.com/news/articles/2017-12-13/south-korea-seeks-measures-to-curb-frenzied-bitcoin-speculation,"December 13, 2017, 2:06 AM EST",technology,"""Government proposes laws to regulate cryptocurrency exchanges"", ""Korea premium is down to about 3% from about 30% last week""","South Korea will restrictively allow cryptocurrency trading on only qualified exchanges and review a possible capital gains tax on crypto trading as a way to restrain the nation's frenzied speculation.The government will propose measures that will conditionally allow?cryptocurrency trading on exchanges that uphold investor protection and trade transparency while prohibiting trading by financial institutions, minors and non-residents, according to a statement from the Office for Government Policy Coordination. The policy makers will also form a task force to review a levy and seek ??balanced?? policies that won't hurt block chain technology, it said.Monthly cryptocurrency trading volume on South Korea's largest exchange Bithumb surged to 56 trillion won ($51 billion) in November from 305 billion won in January, according to the exchange with about 1.5 million users. Korea's crypto craze has calmed down?somewhat this week amid the government's efforts to boost supervision. Bitcoin is trading at about a 3 percent premium over prevailing international rates on Wednesday in Seoul after the premium surged to about 30 percent last week.Read more: Bitcoin Frenzy Like No Other Has Koreans Paying 23% PremiumExchanges that want to operate business would need to meet certain conditions including depositing customer funds separately, verifying customer name and disclosing bid-ask price and trading volumes, according to the statement.Separately, Woori Bank and Korea Development Bank will shut down virtual accounts offered to cryptocurrency exchanges before year-end, according to the banks."
"FedEx, UPS Want to Steer Santa's Packages to the Local Drugstore",https://www.bloomberg.com/news/articles/2017-12-14/fedex-ups-want-to-steer-santa-s-packages-to-the-local-drugstore,"December 14, 2017, 5:00 AM EST",business,"""Record parcel shipments expected again this holiday season"", ""Alternate sites may be used most for online purchase returns""","It's that time of year again when online shopping surges and package deliveries soar -- along with costs and customer expectations.United Parcel Service Inc. and FedEx Corp. are emphasizing new strategies to ease the burden of rising e-commerce deliveries as?the National Retail Federation predicts online sales will rise as much as 15 percent this holiday season. One big move: the couriers are expanding neighborhood locations where customers can pick up parcels or drop off returns in lieu of the usual front-porch option.While revenue is rising as UPS and FedEx deliver more packages by truck than ever, profit margins on those sales are shrinking, said Lee Klaskow, a Bloomberg Intelligence analyst. Neighborhood centers are just one part of the effort to get control of the problem as shippers explore options ranging from drone deliveries to surcharges.??To deliver a package to my house every day is very expensive for them,?? Klaskow said. ??That's the biggest challenge for profit and income growth.??The calculation is an easy one for shipping companies, which save time and money by allowing drivers to drop off several packages at one spot. Drivers often have to navigate suburban labyrinths to deliver a single box, increasing transport costs and eating away minutes in strained schedules that become especially strenuous during the peak shopping season.Consumers may be a harder sell. FedEx and UPS are both pitching the sites, which include drugstores and supermarkets, as a customer convenience that provides more flexibility and security.??Packages stacked on front porches is a concern,?? Randy Scarborough, FedEx vice president of retail marketing, said in an interview. ??More consumers want other options to have packages delivered instead of home. If work is not a good alternative, then some place near home might be a better option.??Adding an incentive for customers who choose its Access Point locations, UPS waives the surcharge that it's imposed?on home deliveries during this holiday season.Still, the problem for UPS and FedEx is that it's hard to beat having packages delivered straight to your front door. It's ??enormously more convenient,?? said Rob Martinez, chief executive of Shipware, which advises parcel-shipping companies. He and other experts believe home delivery will continue to be most customers' first choice.While customers taking advantage of UPS Access Point counters are ??significantly above?? last year, they still amount to less than 1 percent of industry delivery volume, said Satish Jindel, president of SJ Consulting Group.UPS and FedEx are pushing ahead with programs to provide alternatives. While a lot of people may prefer front-door delivery, ""there are more people who want options,?? Scarborough said.U.S. online sales this year will reach more than $459 billion, up slightly from 2016, according to a report from Forrester Research Inc. Over the Thanksgiving weekend and Cyber Monday, sales spiked 18 percent from last year to $14.5 billion, according to Adobe Analytics.Those after-Thanksgiving online orders inundated UPS, delaying some deliveries early this month and forcing drivers to work longer holiday hours. UPS expects to deliver 750 million packages globally during this peak shipping season, while FedEx has forecast it will handle as many as 400 million.Home drop-offs, especially those involving just one package, are the least-profitable deliveries, said Kevin Sterling, analyst at Seaport Global Holdings. ""It takes time to go house to house. It's all about density.""In a major expansion of its new FedEx OnSite program this year, the courier opened parcel counters in 7,500 Walgreens Boots Alliance Inc. stores across all 50 states. More than 500 grocery stores, including Kroger Co. or Albertsons Cos., also have FedEx pick up and drop off locations.UPS launched its U.S. Access Point network in 2014. Not counting thousands of sites inside its retail stores, the shipping company now has about 4,000 locations in places like grocery stores, dry cleaners and ??mom-and-pop?? merchants.Of course, to have any significant impact in easing margin pressures, ??The adoption by consumers is pretty important for those to be successful,?? said Bloomberg's Klaskow.Customers who direct parcels to the sites must show identification to collect their package. Parcels are held five days by FedEx Onsite before they're returned, and seven days at UPS Access Points. Customers must pack and label packages before dropping them off.Young adults, especially those needing to return an item bought online, may lead the way in using the alternative sites. About 30 percent of e-commerce purchases are returned, FedEx's Scarborough said.A recent study by Narvar Inc., which advises companies on online customer service, found 41 percent of those under age 30 expressed interest in using a nearby location like a grocery store for returns. When all ages were included, it dropped to 28 percent.During the five-day shopping period over the Thanksgiving holiday, shoppers in their mid-20s to mid-30s were the biggest spenders in stores and online. Members of that age group shelled out $419.52 each on average for gifts, or 25 percent more than the average shopper, according to a National Retail Federation and Prosper Insights & Analytics survey.To get wider adoption, two key things will need to happen, said Trevor Outman, president of the consultant Shipware. Shippers such as FedEx will need to include the feature prominently on their websites, and the option needs to be easy enough to use that it truly will add convenience for customers, he said.""The adoption in the marketplace is to be determined,"" Outman said. ""But you can count on the carriers pushing for early market adoption.""?? With assistance by Matthew Boyle, and Lindsey Rupp"
Tech's Global Challenge Plays Out in a Jakarta School Yard,https://www.bloomberg.com/news/articles/2017-12-12/tech-s-global-challenge-plays-out-in-a-jakarta-school-yard,"December 12, 2017, 4:15 PM EST",technology,"""Go-Jek has food delivery app service banned from local school"", ""Like Uber and Airbnb, Go-Jek has already fought big lobbies""","Uber Technologies Inc. has spent millions of dollars fighting politicians and business lobbies trying to scuttle the app everywhere from New York to London. For Indonesian ride-hailing and food-delivery startup Go-Jek, the push back is coming from the lunch ladies at Jakarta Intercultural School.The school banned Indonesia's first billion-dollar tech startup from delivering takeout lunches to its 2,400 students in August after dozens of drivers in Go-Jek's signature green and black jackets began bombarding the high school during lunchtime and diverting revenue from the cafeteria, run by food giant Sodexo SA.The school's main gripe: Delivery meals create unwanted waste and are high in sugar and salt, says school spokeswoman Dyah Lestarina. Sodexo says it agrees with the school's decisions.Students miffed about returning to cafeteria grub took to the school newspaper to make the case that they should decide what to eat -- not the school. They argued for options beyond Sodexo and The Booster Hut, a parent-run bistro and bookstore whose proceeds benefit varsity sports teams.""The Go-Jek ban is unjustified,"" Nicky Hancock,?from the class of 2019, was quoted saying, explaining some students don't feel like the ""Sodexo and Booster Hut foods fit their needs.""The student uproar is just a small example of a bigger wave of protests unfolding around the globe as tech startups threaten big, established players.London revoked Uber's license to operate ride-hailing services in September,?which the ride-hailing app is appealing. Berlin cracked down on short-term apartment rentals like those through Airbnb last year. China recently outlawed new online micro-lenders.What began with Uber undercutting traditional taxi companies that obtained expensive licenses and saw themselves as playing by the rules, has spread to hotels, restaurants, banks and other industries hit by an expanding suite of on-demand services.JIS's Lestarina says the decision remains firmly in place, noting the delivery ban applies to all food delivery to students during school hours and isn't restricted to Go-Jek.Go-Jek, which has 600,000 drivers and 100,000 merchants, has already expanded to 17 different types of services as varied as house cleaning, doctor visits, massages and hijab styling, part of its suite of ""Go-Glam"" offerings. The company claims to be the biggest food delivery service in the world, outside China.""We haven't been a ride-hailing app for a long time, we are a bigger platform,"" says Go-Jek CEO Nadiem Makarim.Nadiem Makarim.Backed by heavyweights including private equity firm KKR & Co. LP and Chinese internet giant Tencent Holdings Ltd., the company is valued at $1.8 billion, according to CB Insights. Last week, the CEO told Bloomberg News he intends to pursue an initial public offering.Startups like Go-Jek are pouncing on the strong network effects that come with building a massive, loyal customer base, according to venture capitalist Phil Chen.""Once you have the customers, you can go into any industry,"" says Chen, an adviser for Hong-Kong based?Horizons Ventures Ltd. ""Like Amazon became the Everything Store, Go-Jek will become the every service app.""Go-Jek spent years battling Indonesia's motorbike and taxi industry. It successfully fought alongside Uber and Grab to overturn a government ban on using private vehicles for public transport and quelled violent protests by taxi drivers who brought traffic in Jakarta to a screeching halt.In January, Go-Jek forged the ultimate truce: An alliance with PT Blue Bird Group, Indonesia's largest taxi operator with more than 20,000 drivers. Go-Jek now lets users order Blue Bird cars right from the Go-Jek app.While the ride-hailing giant declined to comment specifically on the Jakarta Intercultural School's ban, a spokeswoman said the company ""always believes in collaboration.""?? With assistance by Yoolim Lee"
California Bill in the Works to Banish Gasoline Cars by 2040,https://www.bloomberg.com/news/articles/2017-12-05/california-bill-to-banish-gasoline-cars-by-2040-is-in-the-works,"December 5, 2017, 4:17 PM EST",climate-changed,"""Assemblymember Ting says he will introduce proposal next month"", ""Only ‘clean' cars could be registered by DMV under bill: Ting""","A California lawmaker wants to put the state alongside China, France and the U.K. and have its legislature consider a ban on vehicles powered by fossil fuels.California Assemblymember Phil Ting,?a Democrat who is chairman of the chamber's budget committee, said he plans to introduce a bill that, starting in 2040, would allow the state's motor vehicles department to register only ??clean?? vehicles that emit no carbon dioxide, such as battery-electric or hydrogen fuel-cell cars.??Until you set a deadline, nothing gets done,?? Ting, who represents much of San Francisco, said in a phone interview Tuesday. ??It's responsible for us to set a deadline 23 years in advance.??Ting said he'll introduce the bill when lawmakers return to Sacramento next month for the upcoming legislative session. If adopted, it would eliminate a huge chunk of carbon emissions from the transportation sector -- now the top source of the greenhouse gas in the U.S. -- as part of the state's quest to slash emissions by 80 percent from 1990 levels by 2050.Ting isn't the first official from the state with the largest market for new vehicle sales in the U.S. to openly consider a ban on internal-combustion engines. The topic has been discussed at the California Air Resources Board, the state's powerful air quality regulator, after Governor Jerry Brown showed interest in similar moves by other countries, including China.??I've gotten messages from the governor asking, ??Why haven't we done something already?'?? CARB Chairman Mary Nichols said in September, referring to China's planned phase-out of fossil-fuel vehicle sales. ??The governor has certainly indicated an interest in why China can do this and not California.??"
